model,encoding,architecture,v_th,alpha,run_id,seed,cv_fold,split,speaker_id,recording_id,window_id,source_window_index,mse,mae
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,250,4251,0,0.00265567,0.03907800
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,251,4264,0,0.00742433,0.05743193
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,252,4275,0,0.00379001,0.04635944
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,253,4287,0,0.00924422,0.07135728
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,254,4299,0,0.00559920,0.05784058
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,255,4312,0,0.00276496,0.04104537
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,256,4326,0,0.00506425,0.05453078
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,257,4340,0,0.00206738,0.03590496
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,258,4354,0,0.00328808,0.04067895
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,259,4366,0,0.00459332,0.05326005
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,260,4379,0,0.00537120,0.05193634
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,261,4393,0,0.00201728,0.03622182
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,262,4408,0,0.00352304,0.04074781
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,263,4420,0,0.00488352,0.04612384
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,264,4431,0,0.00735524,0.05005913
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,265,4442,0,0.00740741,0.06262147
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,266,4453,0,0.01941059,0.10068991
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,267,4464,0,0.00631961,0.05884970
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,268,4476,0,0.01174210,0.08099891
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,269,4489,0,0.01095182,0.07560097
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,270,4501,0,0.01514454,0.08342790
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,271,4513,0,0.00236717,0.03995221
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,272,4527,0,0.00634495,0.05642680
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,273,4539,0,0.00323883,0.03992400
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,274,4551,0,0.00957052,0.07138089
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,275,4564,0,0.01879448,0.10042474
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,276,4575,0,0.00327425,0.03943741
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,277,4587,0,0.00340582,0.04529964
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,278,4603,0,0.00838553,0.06590217
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,279,4615,0,0.00801533,0.06566034
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,280,4628,0,0.00497031,0.05248402
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,281,4643,0,0.00492207,0.05056989
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,282,4655,0,0.01361726,0.07957205
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,283,4668,0,0.00276284,0.04141144
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,284,4682,0,0.01122673,0.07480971
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,285,4692,0,0.00406386,0.05081794
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,286,4707,0,0.00808107,0.06318948
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,287,4718,0,0.00248504,0.03960450
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,288,4732,0,0.01600081,0.08686442
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,289,4743,0,0.00471285,0.04218633
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,290,4753,0,0.00359623,0.04148284
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,291,4764,0,0.01711458,0.09626486
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,292,4774,0,0.01403091,0.08344243
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,293,4785,0,0.00542797,0.05640192
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,294,4798,0,0.00244179,0.03692744
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,295,4811,0,0.00235435,0.03733003
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,296,4824,0,0.01793740,0.08694980
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,297,4837,0,0.00251099,0.03799614
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,298,4850,0,0.00702975,0.05887434
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,299,4861,0,0.01023385,0.07407726
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,550,8270,0,0.00225907,0.03760454
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,551,8284,0,0.01816546,0.08243039
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,552,8291,0,0.01021441,0.06017753
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,553,8300,0,0.00806890,0.05373893
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,554,8311,0,0.00386758,0.04596848
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,555,8323,0,0.00374345,0.04086179
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,556,8334,0,0.00570275,0.04306244
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,557,8344,0,0.00257544,0.03844522
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,558,8361,0,0.00365745,0.04025683
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,559,8372,0,0.00522187,0.04101281
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,560,8382,0,0.00345613,0.03800663
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,561,8393,0,0.00914824,0.06470448
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,562,8404,0,0.00388347,0.04057346
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,563,8415,0,0.00790744,0.06045603
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,564,8427,0,0.01144614,0.06754153
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,565,8438,0,0.00710574,0.05556018
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,566,8448,0,0.00432896,0.04241280
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,567,8459,0,0.03161516,0.12281065
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,568,8469,0,0.01108432,0.06493393
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,569,8478,0,0.00717398,0.05989232
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,570,8490,0,0.01220255,0.06699116
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,571,8499,0,0.04550739,0.12820289
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,572,8508,0,0.00759511,0.05579959
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,573,8519,0,0.00465951,0.04040644
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,574,8529,0,0.01272412,0.07258295
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,575,8540,0,0.00825898,0.06758479
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,576,8553,0,0.02838987,0.09536804
lstm-ae,,lstm,0.00000000,0.00000000,1,42,4,val,5,577,8562,0,0.00208731,0.03702889
